date,geography,geography code,Rural Urban,Household Spaces: All categories: Household spaces; measures: Value,Household Spaces: Household spaces with at least one usual resident; measures: Value,Household Spaces: Household spaces with no usual residents; measures: Value
2011,SO50 9,SO50 9,Total,2500,2449,51
2011,SO51 0,SO51 0,Total,1678,1574,104
2011,SO51 5,SO51 5,Total,1737,1704,33
2011,SO51 6,SO51 6,Total,1868,1791,77
2011,SO51 7,SO51 7,Total,3572,3514,58
2011,SO51 8,SO51 8,Total,2450,2350,100
2011,SO51 9,SO51 9,Total,359,340,19
2011,SO52 9,SO52 9,Total,3091,3022,69
2011,SO53 1,SO53 1,Total,2098,2054,44
2011,SO53 2,SO53 2,Total,3733,3662,71
2011,SO53 3,SO53 3,Total,2838,2769,69
2011,SO53 4,SO53 4,Total,2767,2730,37
2011,SO53 5,SO53 5,Total,2011,1972,39
2011,SP1  1,SP1  1,Total,2233,2156,77
2011,SP1  2,SP1  2,Total,1931,1812,119
2011,SP1  3,SP1  3,Total,5463,5325,138
2011,SP10 1,SP10 1,Total,1813,1781,32
2011,SP10 2,SP10 2,Total,4345,4253,92
2011,SP10 3,SP10 3,Total,5865,5749,116
2011,SP10 4,SP10 4,Total,2675,2635,40
2011,SP10 5,SP10 5,Total,2331,2300,31
2011,SP11 0,SP11 0,Total,1465,1383,82
2011,SP11 6,SP11 6,Total,1836,1746,90
2011,SP11 7,SP11 7,Total,1896,1834,62
2011,SP11 8,SP11 8,Total,1730,1661,69
2011,SP11 9,SP11 9,Total,2759,2672,87
2011,SP2  0,SP2  0,Total,2261,2183,78
2011,SP2  7,SP2  7,Total,3656,3478,178
2011,SP2  8,SP2  8,Total,3609,3503,106
2011,SP2  9,SP2  9,Total,3643,3552,91
2011,SP3  4,SP3  4,Total,1909,1809,100
2011,SP3  5,SP3  5,Total,1398,1286,112
2011,SP3  6,SP3  6,Total,2050,1898,152
2011,SP4  0,SP4  0,Total,1138,1096,42
2011,SP4  6,SP4  6,Total,1714,1636,78
2011,SP4  7,SP4  7,Total,4488,4310,178
2011,SP4  8,SP4  8,Total,2868,2768,100
2011,SP4  9,SP4  9,Total,2069,1852,217
2011,SP5  1,SP5  1,Total,1952,1866,86
2011,SP5  2,SP5  2,Total,2529,2453,76
2011,SP5  3,SP5  3,Total,2575,2488,87
2011,SP5  4,SP5  4,Total,987,951,36
2011,SP5  5,SP5  5,Total,1533,1434,99
2011,SP6  1,SP6  1,Total,2900,2779,121
2011,SP6  2,SP6  2,Total,1266,1181,85
2011,SP6  3,SP6  3,Total,2088,1994,94
2011,SP7  0,SP7  0,Total,1064,973,91
2011,SP7  8,SP7  8,Total,3395,3139,256
2011,SP7  9,SP7  9,Total,1688,1540,148
2011,SP8  4,SP8  4,Total,5127,4901,226
2011,SP8  5,SP8  5,Total,1556,1430,126
2011,SP9  7,SP9  7,Total,3101,2955,146
2011,SR1  1,SR1  1,Total,444,369,75
2011,SR1  2,SR1  2,Total,1764,1709,55
2011,SR1  3,SR1  3,Total,549,528,21
2011,SR2  0,SR2  0,Total,4103,4050,53
2011,SR2  7,SR2  7,Total,4386,4069,317
2011,SR2  8,SR2  8,Total,3407,3163,244
2011,SR2  9,SR2  9,Total,3334,3293,41
2011,SR3  1,SR3  1,Total,5466,5353,113
2011,SR3  2,SR3  2,Total,4539,4420,119
2011,SR3  3,SR3  3,Total,4548,4441,107
2011,SR3  4,SR3  4,Total,3094,3049,45
2011,SR4  0,SR4  0,Total,3018,2966,52
2011,SR4  6,SR4  6,Total,3673,3496,177
2011,SR4  7,SR4  7,Total,4307,4121,186
2011,SR4  8,SR4  8,Total,4068,3972,96
2011,SR4  9,SR4  9,Total,2907,2862,45
2011,SR5  1,SR5  1,Total,2821,2718,103
2011,SR5  2,SR5  2,Total,2524,2429,95
2011,SR5  3,SR5  3,Total,3655,3564,91
2011,SR5  4,SR5  4,Total,2785,2738,47
2011,SR5  5,SR5  5,Total,3998,3923,75
2011,SR6  0,SR6  0,Total,2872,2724,148
2011,SR6  7,SR6  7,Total,4469,4327,142
2011,SR6  8,SR6  8,Total,2677,2601,76
2011,SR6  9,SR6  9,Total,3887,3780,107
2011,SR7  0,SR7  0,Total,2567,2528,39
2011,SR7  7,SR7  7,Total,4496,4332,164
2011,SR7  8,SR7  8,Total,3390,3321,69
2011,SR7  9,SR7  9,Total,3466,3381,85
2011,SR8  1,SR8  1,Total,2000,1971,29
2011,SR8  2,SR8  2,Total,3515,3462,53
2011,SR8  3,SR8  3,Total,3644,3416,228
2011,SR8  4,SR8  4,Total,3667,3537,130
2011,SR8  5,SR8  5,Total,3029,2988,41
2011,SS0  0,SS0  0,Total,4256,4106,150
2011,SS0  7,SS0  7,Total,5316,4709,607
2011,SS0  8,SS0  8,Total,3636,3404,232
2011,SS0  9,SS0  9,Total,5974,5554,420
2011,SS1  1,SS1  1,Total,1584,1390,194
2011,SS1  2,SS1  2,Total,7071,6263,808
2011,SS1  3,SS1  3,Total,3945,3790,155
2011,SS11 7,SS11 7,Total,2964,2873,91
2011,SS11 8,SS11 8,Total,4172,4074,98
2011,SS12 0,SS12 0,Total,3022,2963,59
2011,SS12 9,SS12 9,Total,4582,4514,68
2011,SS13 1,SS13 1,Total,3940,3878,62
2011,SS13 2,SS13 2,Total,2245,2204,41
2011,SS13 3,SS13 3,Total,3278,3234,44
2011,SS14 1,SS14 1,Total,4088,4013,75
2011,SS14 2,SS14 2,Total,4755,4691,64
2011,SS14 3,SS14 3,Total,1782,1718,64
2011,SS15 4,SS15 4,Total,2375,2352,23
2011,SS15 5,SS15 5,Total,6683,6609,74
2011,SS15 6,SS15 6,Total,3885,3839,46
2011,SS16 4,SS16 4,Total,5068,5005,63
2011,SS16 5,SS16 5,Total,4207,4079,128
2011,SS16 6,SS16 6,Total,3112,3079,33
2011,SS17 0,SS17 0,Total,3410,3309,101
2011,SS17 7,SS17 7,Total,4731,4653,78
2011,SS17 8,SS17 8,Total,3506,3447,59
2011,SS17 9,SS17 9,Total,1761,1722,39
2011,SS2  4,SS2  4,Total,7211,6923,288
2011,SS2  5,SS2  5,Total,3945,3753,192
2011,SS2  6,SS2  6,Total,5348,5082,266
2011,SS3  0,SS3  0,Total,2949,2857,92
2011,SS3  8,SS3  8,Total,2401,2332,69
2011,SS3  9,SS3  9,Total,6624,6357,267
2011,SS4  1,SS4  1,Total,5190,5004,186
2011,SS4  2,SS4  2,Total,325,310,15
2011,SS4  3,SS4  3,Total,3387,3317,70
2011,SS5  4,SS5  4,Total,3773,3699,74
2011,SS5  5,SS5  5,Total,2487,2442,45
2011,SS5  6,SS5  6,Total,2698,2631,67
2011,SS6  7,SS6  7,Total,2926,2816,110
2011,SS6  8,SS6  8,Total,5137,5020,117
2011,SS6  9,SS6  9,Total,4974,4867,107
2011,SS7  1,SS7  1,Total,3659,3566,93
2011,SS7  2,SS7  2,Total,4528,4335,193
2011,SS7  3,SS7  3,Total,4683,4564,119
2011,SS7  4,SS7  4,Total,3572,3497,75
2011,SS7  5,SS7  5,Total,4468,4357,111
2011,SS8  0,SS8  0,Total,3189,2914,275
2011,SS8  7,SS8  7,Total,3587,3483,104
2011,SS8  8,SS8  8,Total,3646,3536,110
2011,SS8  9,SS8  9,Total,6103,5938,165
2011,SS9  1,SS9  1,Total,4541,4295,246
2011,SS9  2,SS9  2,Total,3801,3644,157
2011,SS9  3,SS9  3,Total,4496,4400,96
2011,SS9  4,SS9  4,Total,4493,4331,162
2011,SS9  5,SS9  5,Total,5107,4953,154
2011,ST1  2,ST1  2,Total,1866,1794,72
2011,ST1  3,ST1  3,Total,2687,2541,146
2011,ST1  4,ST1  4,Total,1693,1589,104
2011,ST1  5,ST1  5,Total,1663,1540,123
2011,ST1  6,ST1  6,Total,6164,5983,181
2011,ST10 1,ST10 1,Total,4970,4802,168
2011,ST10 2,ST10 2,Total,2338,2231,107
2011,ST10 3,ST10 3,Total,1072,989,83
2011,ST10 4,ST10 4,Total,2958,2860,98
2011,ST11 9,ST11 9,Total,4443,4306,137
2011,ST12 9,ST12 9,Total,1738,1663,75
2011,ST13 5,ST13 5,Total,3185,2990,195
2011,ST13 6,ST13 6,Total,2817,2714,103
2011,ST13 7,ST13 7,Total,2938,2799,139
2011,ST13 8,ST13 8,Total,3956,3771,185
2011,ST14 5,ST14 5,Total,1919,1852,67
2011,ST14 7,ST14 7,Total,3640,3538,102
2011,ST14 8,ST14 8,Total,2790,2683,107
2011,ST15 0,ST15 0,Total,4027,3911,116
2011,ST15 8,ST15 8,Total,5520,5298,222
2011,ST16 1,ST16 1,Total,5568,5436,132
2011,ST16 2,ST16 2,Total,970,900,70
2011,ST16 3,ST16 3,Total,7288,6971,317
2011,ST17 0,ST17 0,Total,5136,5014,122
2011,ST17 4,ST17 4,Total,5536,5343,193
2011,ST17 9,ST17 9,Total,6894,6744,150
2011,ST18 0,ST18 0,Total,4317,4162,155
2011,ST18 9,ST18 9,Total,2363,2283,80
2011,ST19 5,ST19 5,Total,3635,3535,100
2011,ST19 9,ST19 9,Total,2783,2684,99
2011,ST2  0,ST2  0,Total,4514,4453,61
2011,ST2  7,ST2  7,Total,3679,3551,128
2011,ST2  8,ST2  8,Total,3155,3117,38
2011,ST2  9,ST2  9,Total,3912,3832,80
2011,ST20 0,ST20 0,Total,2949,2853,96
2011,ST21 6,ST21 6,Total,2504,2379,125
2011,ST3  1,ST3  1,Total,2686,2629,57
2011,ST3  2,ST3  2,Total,3525,3446,79
2011,ST3  3,ST3  3,Total,3678,3562,116
2011,ST3  4,ST3  4,Total,3826,3596,230
2011,ST3  5,ST3  5,Total,5818,5702,116
2011,ST3  6,ST3  6,Total,4456,4247,209
2011,ST3  7,ST3  7,Total,5571,5410,161
2011,ST4  1,ST4  1,Total,789,735,54
2011,ST4  2,ST4  2,Total,2887,2664,223
2011,ST4  3,ST4  3,Total,3603,3356,247
2011,ST4  4,ST4  4,Total,3186,3038,148
2011,ST4  5,ST4  5,Total,3697,3558,139
2011,ST4  6,ST4  6,Total,3496,3362,134
2011,ST4  7,ST4  7,Total,3270,3098,172
2011,ST4  8,ST4  8,Total,5140,5024,116
2011,ST5  0,ST5  0,Total,4378,4225,153
2011,ST5  1,ST5  1,Total,1646,1565,81
2011,ST5  2,ST5  2,Total,4457,4293,164
2011,ST5  3,ST5  3,Total,4297,4187,110
2011,ST5  4,ST5  4,Total,2788,2735,53
2011,ST5  5,ST5  5,Total,1246,1178,68
2011,ST5  6,ST5  6,Total,3922,3835,87
2011,ST5  7,ST5  7,Total,4820,4675,145
2011,ST5  8,ST5  8,Total,5042,4900,142
2011,ST5  9,ST5  9,Total,3434,3315,119
2011,ST6  1,ST6  1,Total,3608,3439,169
2011,ST6  2,ST6  2,Total,1301,1218,83
2011,ST6  3,ST6  3,Total,1463,1362,101
2011,ST6  4,ST6  4,Total,2235,2105,130
2011,ST6  5,ST6  5,Total,4610,4326,284
2011,ST6  6,ST6  6,Total,5912,5688,224
2011,ST6  7,ST6  7,Total,4116,4033,83
2011,ST6  8,ST6  8,Total,5645,5414,231
2011,ST7  1,ST7  1,Total,4842,4736,106
2011,ST7  2,ST7  2,Total,5443,5235,208
2011,ST7  3,ST7  3,Total,3366,3259,107
2011,ST7  4,ST7  4,Total,6339,6162,177
2011,ST7  8,ST7  8,Total,3567,3448,119
2011,ST8  6,ST8  6,Total,5034,4844,190
2011,ST8  7,ST8  7,Total,4034,3909,125
2011,ST9  0,ST9  0,Total,2672,2614,58
2011,ST9  9,ST9  9,Total,2415,2312,103
2011,SW10 0,SW10 0,Total,4786,4442,344
2011,SW10 9,SW10 9,Total,5415,4918,497
2011,SW11 1,SW11 1,Total,4613,4391,222
2011,SW11 2,SW11 2,Total,6465,6288,177
2011,SW11 3,SW11 3,Total,5732,5428,304
2011,SW11 4,SW11 4,Total,4234,3937,297
2011,SW11 5,SW11 5,Total,7859,7648,211
2011,SW11 6,SW11 6,Total,4363,4228,135
2011,SW12 0,SW12 0,Total,3285,3227,58
2011,SW12 8,SW12 8,Total,5468,5267,201
2011,SW12 9,SW12 9,Total,5158,4950,208
2011,SW13 0,SW13 0,Total,3066,2969,97
2011,SW13 8,SW13 8,Total,973,874,99
2011,SW13 9,SW13 9,Total,3173,3016,157
2011,SW14 7,SW14 7,Total,3238,3138,100
2011,SW14 8,SW14 8,Total,4026,3890,136
2011,SW15 1,SW15 1,Total,4519,4349,170
2011,SW15 2,SW15 2,Total,5037,4834,203
2011,SW15 3,SW15 3,Total,5033,4872,161
2011,SW15 4,SW15 4,Total,3973,3912,61
2011,SW15 5,SW15 5,Total,4060,3835,225
2011,SW15 6,SW15 6,Total,3912,3762,150
2011,SW16 1,SW16 1,Total,4913,4709,204
2011,SW16 2,SW16 2,Total,7385,6996,389
2011,SW16 3,SW16 3,Total,3486,3373,113
2011,SW16 4,SW16 4,Total,5040,4880,160
2011,SW16 5,SW16 5,Total,6729,6471,258
2011,SW16 6,SW16 6,Total,5844,5469,375
2011,SW17 0,SW17 0,Total,6229,6034,195
2011,SW17 6,SW17 6,Total,889,869,20
2011,SW17 7,SW17 7,Total,5234,5006,228
2011,SW17 8,SW17 8,Total,8221,7866,355
2011,SW17 9,SW17 9,Total,6309,6088,221
2011,SW18 1,SW18 1,Total,5277,4979,298
2011,SW18 2,SW18 2,Total,4357,4219,138
2011,SW18 3,SW18 3,Total,5602,5436,166
2011,SW18 4,SW18 4,Total,4868,4689,179
2011,SW18 5,SW18 5,Total,5510,5341,169
2011,SW19 1,SW19 1,Total,4916,4780,136
2011,SW19 2,SW19 2,Total,5392,5278,114
2011,SW19 3,SW19 3,Total,4388,4267,121
2011,SW19 4,SW19 4,Total,3266,3066,200
2011,SW19 5,SW19 5,Total,1779,1672,107
2011,SW19 6,SW19 6,Total,5065,4911,154
2011,SW19 7,SW19 7,Total,2788,2656,132
2011,SW19 8,SW19 8,Total,6449,6265,184
2011,SW1A 1,SW1A 1,Total,224,149,75
2011,SW1E 5,SW1E 5,Total,143,107,36
2011,SW1E 6,SW1E 6,Total,264,203,61
2011,SW1H 0,SW1H 0,Total,269,219,50
2011,SW1H 9,SW1H 9,Total,295,208,87
2011,SW1P 1,SW1P 1,Total,1414,1238,176
2011,SW1P 2,SW1P 2,Total,1987,1774,213
2011,SW1P 3,SW1P 3,Total,423,334,89
2011,SW1P 4,SW1P 4,Total,3774,3367,407
2011,SW1V 1,SW1V 1,Total,1150,1044,106
2011,SW1V 2,SW1V 2,Total,3465,3168,297
2011,SW1V 3,SW1V 3,Total,4833,4370,463
2011,SW1V 4,SW1V 4,Total,3410,3220,190
2011,SW1W 0,SW1W 0,Total,394,303,91
2011,SW1W 8,SW1W 8,Total,3470,3000,470
2011,SW1W 9,SW1W 9,Total,1471,1115,356
2011,SW1X 0,SW1X 0,Total,1432,1056,376
2011,SW1X 7,SW1X 7,Total,613,467,146
2011,SW1X 8,SW1X 8,Total,1006,755,251
2011,SW1X 9,SW1X 9,Total,1335,912,423
2011,SW1Y 4,SW1Y 4,Total,236,165,71
2011,SW1Y 6,SW1Y 6,Total,215,161,54
2011,SW2  1,SW2  1,Total,3311,3244,67
2011,SW2  2,SW2  2,Total,5189,5072,117
2011,SW2  3,SW2  3,Total,5782,5654,128
2011,SW2  4,SW2  4,Total,5024,4922,102
2011,SW2  5,SW2  5,Total,4350,4271,79
2011,SW20 0,SW20 0,Total,3808,3704,104
2011,SW20 8,SW20 8,Total,4863,4679,184
2011,SW20 9,SW20 9,Total,3312,3246,66
2011,SW3  1,SW3  1,Total,936,677,259
2011,SW3  2,SW3  2,Total,2815,2294,521
2011,SW3  3,SW3  3,Total,3608,2677,931
2011,SW3  4,SW3  4,Total,2282,2021,261
2011,SW3  5,SW3  5,Total,2930,2691,239
2011,SW3  6,SW3  6,Total,1594,1395,199
2011,SW4  0,SW4  0,Total,3057,2959,98
2011,SW4  6,SW4  6,Total,4553,4473,80
2011,SW4  7,SW4  7,Total,3711,3656,55
2011,SW4  8,SW4  8,Total,3079,3031,48
2011,SW4  9,SW4  9,Total,3010,2951,59
2011,SW5  0,SW5  0,Total,3885,3583,302
2011,SW5  9,SW5  9,Total,4992,4739,253
2011,SW6  1,SW6  1,Total,3702,3480,222
2011,SW6  2,SW6  2,Total,5852,5495,357
2011,SW6  3,SW6  3,Total,4057,3830,227
2011,SW6  4,SW6  4,Total,3462,3307,155
2011,SW6  5,SW6  5,Total,3377,3213,164
2011,SW6  6,SW6  6,Total,5097,4911,186
2011,SW6  7,SW6  7,Total,4616,4349,267
2011,SW7  1,SW7  1,Total,1993,1324,669
2011,SW7  2,SW7  2,Total,1088,888,200
2011,SW7  3,SW7  3,Total,2455,2095,360
2011,SW7  4,SW7  4,Total,2748,2502,246
2011,SW7  5,SW7  5,Total,2970,2536,434
2011,SW8  1,SW8  1,Total,5054,4894,160
2011,SW8  2,SW8  2,Total,4817,4593,224
2011,SW8  3,SW8  3,Total,3021,2896,125
2011,SW8  4,SW8  4,Total,4203,3943,260
2011,SW8  5,SW8  5,Total,210,187,23
2011,SW9  0,SW9  0,Total,5036,4919,117
2011,SW9  6,SW9  6,Total,2623,2538,85
2011,SW9  7,SW9  7,Total,3744,3654,90
2011,SW9  8,SW9  8,Total,2565,2509,56
2011,SW9  9,SW9  9,Total,5166,5034,132
2011,SY1  1,SY1  1,Total,986,861,125
2011,SY1  2,SY1  2,Total,3512,3337,175
2011,SY1  3,SY1  3,Total,3469,3411,58
2011,SY1  4,SY1  4,Total,3897,3801,96
2011,SY10 0,SY10 0,Total,1132,966,166
2011,SY10 7,SY10 7,Total,1663,1565,98
2011,SY10 8,SY10 8,Total,1550,1479,71
2011,SY10 9,SY10 9,Total,2065,1980,85
2011,SY11 1,SY11 1,Total,2973,2831,142
2011,SY11 2,SY11 2,Total,4862,4687,175
2011,SY11 3,SY11 3,Total,2386,2290,96
2011,SY11 4,SY11 4,Total,1852,1792,60
2011,SY12 0,SY12 0,Total,2027,1934,93
2011,SY12 9,SY12 9,Total,1531,1469,62
2011,SY13 1,SY13 1,Total,4389,4217,172
2011,SY13 2,SY13 2,Total,1715,1642,73
2011,SY13 3,SY13 3,Total,1239,1197,42
2011,SY13 4,SY13 4,Total,1151,1102,49
2011,SY14 7,SY14 7,Total,1064,1015,49
2011,SY14 8,SY14 8,Total,1451,1388,63
2011,SY15 6,SY15 6,Total,2336,2195,141
2011,SY16 1,SY16 1,Total,2854,2776,78
2011,SY16 2,SY16 2,Total,2178,2080,98
2011,SY16 3,SY16 3,Total,1186,1108,78
2011,SY16 4,SY16 4,Total,1116,1052,64
2011,SY17 5,SY17 5,Total,1659,1540,119
2011,SY18 6,SY18 6,Total,2310,2126,184
2011,SY19 7,SY19 7,Total,581,503,78
2011,SY2  5,SY2  5,Total,5044,4930,114
2011,SY2  6,SY2  6,Total,2712,2627,85
2011,SY20 8,SY20 8,Total,2297,2067,230
2011,SY20 9,SY20 9,Total,1354,1074,280
2011,SY21 0,SY21 0,Total,1288,1156,132
2011,SY21 7,SY21 7,Total,2785,2661,124
2011,SY21 8,SY21 8,Total,2077,1960,117
2011,SY21 9,SY21 9,Total,1250,1190,60
2011,SY22 5,SY22 5,Total,965,868,97
2011,SY22 6,SY22 6,Total,3410,3146,264
2011,SY23 1,SY23 1,Total,3188,3036,152
2011,SY23 2,SY23 2,Total,1561,1456,105
2011,SY23 3,SY23 3,Total,3901,3709,192
2011,SY23 4,SY23 4,Total,2420,2225,195
2011,SY23 5,SY23 5,Total,1337,1209,128
2011,SY24 5,SY24 5,Total,2245,2025,220
2011,SY25 6,SY25 6,Total,2195,1969,226
2011,SY3  0,SY3  0,Total,2172,2125,47
2011,SY3  5,SY3  5,Total,1997,1932,65
2011,SY3  6,SY3  6,Total,1225,1204,21
2011,SY3  7,SY3  7,Total,3633,3518,115
2011,SY3  8,SY3  8,Total,4001,3861,140
2011,SY3  9,SY3  9,Total,2097,2038,59
2011,SY4  1,SY4  1,Total,1214,1168,46
2011,SY4  2,SY4  2,Total,1041,1006,35
2011,SY4  3,SY4  3,Total,1724,1662,62
2011,SY4  4,SY4  4,Total,2404,2304,100
2011,SY4  5,SY4  5,Total,3883,3708,175
2011,SY5  0,SY5  0,Total,2805,2682,123
2011,SY5  6,SY5  6,Total,1753,1679,74
2011,SY5  7,SY5  7,Total,1204,1156,48
2011,SY5  8,SY5  8,Total,1335,1303,32
2011,SY5  9,SY5  9,Total,1969,1888,81
2011,SY6  6,SY6  6,Total,2085,1913,172
2011,SY6  7,SY6  7,Total,1091,1026,65
2011,SY7  0,SY7  0,Total,1699,1545,154
2011,SY7  8,SY7  8,Total,1784,1620,164
2011,SY7  9,SY7  9,Total,2188,2050,138
2011,SY8  1,SY8  1,Total,4359,4051,308
2011,SY8  2,SY8  2,Total,1585,1502,83
2011,SY8  3,SY8  3,Total,1498,1410,88
2011,SY8  4,SY8  4,Total,1605,1494,111
2011,SY9  5,SY9  5,Total,1362,1251,111
2011,TA1  1,TA1  1,Total,3028,2789,239
2011,TA1  2,TA1  2,Total,5754,5576,178
2011,TA1  3,TA1  3,Total,3769,3528,241
2011,TA1  4,TA1  4,Total,2908,2718,190
2011,TA1  5,TA1  5,Total,2908,2810,98
2011,TA10 0,TA10 0,Total,1753,1659,94
2011,TA10 9,TA10 9,Total,2436,2280,156
2011,TA11 6,TA11 6,Total,2901,2794,107
2011,TA11 7,TA11 7,Total,1260,1182,78
2011,TA12 6,TA12 6,Total,2901,2772,129
2011,TA13 5,TA13 5,Total,1917,1819,98
2011,TA14 6,TA14 6,Total,1370,1299,71
2011,TA15 6,TA15 6,Total,389,365,24
2011,TA16 5,TA16 5,Total,882,836,46
2011,TA17 8,TA17 8,Total,267,229,38
2011,TA18 7,TA18 7,Total,1957,1800,157
2011,TA18 8,TA18 8,Total,2866,2719,147
2011,TA19 0,TA19 0,Total,2767,2629,138
2011,TA19 9,TA19 9,Total,2675,2519,156
2011,TA2  6,TA2  6,Total,3406,3291,115
2011,TA2  7,TA2  7,Total,4605,4415,190
2011,TA2  8,TA2  8,Total,3353,3218,135
2011,TA20 1,TA20 1,Total,3586,3410,176
2011,TA20 2,TA20 2,Total,3501,3336,165
2011,TA20 3,TA20 3,Total,1308,1218,90
2011,TA20 4,TA20 4,Total,1077,964,113
2011,TA21 0,TA21 0,Total,1754,1658,96
2011,TA21 8,TA21 8,Total,3305,3114,191
2011,TA21 9,TA21 9,Total,3065,2898,167
2011,TA22 9,TA22 9,Total,1463,1268,195
2011,TA23 0,TA23 0,Total,2793,2550,243
2011,TA24 5,TA24 5,Total,2944,2611,333
2011,TA24 6,TA24 6,Total,2951,2547,404
2011,TA24 7,TA24 7,Total,1007,809,198
2011,TA24 8,TA24 8,Total,2726,2407,319
2011,TA3  5,TA3  5,Total,2560,2448,112
2011,TA3  6,TA3  6,Total,2088,1961,127
2011,TA3  7,TA3  7,Total,1767,1671,96
2011,TA4  1,TA4  1,Total,2210,2136,74
2011,TA4  2,TA4  2,Total,1959,1825,134
2011,TA4  3,TA4  3,Total,2350,2244,106
2011,TA4  4,TA4  4,Total,1926,1787,139
2011,TA5  1,TA5  1,Total,2494,2314,180
2011,TA5  2,TA5  2,Total,2146,1996,150
2011,TA6  3,TA6  3,Total,4608,4351,257
2011,TA6  4,TA6  4,Total,5408,5259,149
2011,TA6  5,TA6  5,Total,2833,2724,109
2011,TA6  6,TA6  6,Total,4704,4555,149
2011,TA6  7,TA6  7,Total,2911,2842,69
2011,TA7  0,TA7  0,Total,2119,2010,109
2011,TA7  8,TA7  8,Total,2627,2542,85
2011,TA7  9,TA7  9,Total,1756,1687,69
2011,TA8  1,TA8  1,Total,3585,3429,156
2011,TA8  2,TA8  2,Total,4553,4294,259
2011,TA9  3,TA9  3,Total,3684,3571,113
2011,TA9  4,TA9  4,Total,1704,1639,65
2011,TD12 4,TD12 4,Total,653,528,125
2011,TD15 1,TD15 1,Total,2812,2535,277
2011,TD15 2,TD15 2,Total,5750,5194,556
2011,TF1  1,TF1  1,Total,1975,1898,77
2011,TF1  2,TF1  2,Total,2929,2854,75
2011,TF1  3,TF1  3,Total,3382,3315,67
2011,TF1  5,TF1  5,Total,3457,3352,105
2011,TF1  6,TF1  6,Total,3684,3615,69
2011,TF10 7,TF10 7,Total,4512,4389,123
2011,TF10 8,TF10 8,Total,1503,1462,41
2011,TF10 9,TF10 9,Total,1388,1330,58
2011,TF11 8,TF11 8,Total,2866,2762,104
2011,TF11 9,TF11 9,Total,1631,1554,77
2011,TF12 5,TF12 5,Total,2529,2419,110
2011,TF13 6,TF13 6,Total,1683,1591,92
2011,TF2  0,TF2  0,Total,1166,1141,25
2011,TF2  6,TF2  6,Total,3009,2921,88
2011,TF2  7,TF2  7,Total,3409,3311,98
2011,TF2  8,TF2  8,Total,4076,3940,136
2011,TF2  9,TF2  9,Total,4477,4367,110
2011,TF3  1,TF3  1,Total,4400,4256,144
2011,TF3  2,TF3  2,Total,3533,3431,102
2011,TF3  5,TF3  5,Total,1517,1498,19
2011,TF4  2,TF4  2,Total,3866,3689,177
2011,TF4  3,TF4  3,Total,3801,3736,65
2011,TF5  0,TF5  0,Total,2003,1968,35
2011,TF6  5,TF6  5,Total,580,567,13
2011,TF6  6,TF6  6,Total,1490,1435,55
2011,TF7  4,TF7  4,Total,2626,2463,163
2011,TF7  5,TF7  5,Total,4888,4698,190
2011,TF8  7,TF8  7,Total,1388,1273,115
2011,TF9  1,TF9  1,Total,2896,2792,104
2011,TF9  2,TF9  2,Total,2303,2182,121
2011,TF9  3,TF9  3,Total,3437,3305,132
2011,TF9  4,TF9  4,Total,1966,1918,48
2011,TN1  1,TN1  1,Total,2126,1980,146
2011,TN1  2,TN1  2,Total,3824,3559,265
2011,TN10 3,TN10 3,Total,3324,3235,89
2011,TN10 4,TN10 4,Total,3455,3384,71
2011,TN11 0,TN11 0,Total,1810,1751,59
2011,TN11 8,TN11 8,Total,1537,1440,97
2011,TN11 9,TN11 9,Total,2354,2236,118
2011,TN12 0,TN12 0,Total,2387,2311,76
2011,TN12 5,TN12 5,Total,1367,1323,44
2011,TN12 6,TN12 6,Total,4209,4072,137
2011,TN12 7,TN12 7,Total,1164,1122,42
2011,TN12 8,TN12 8,Total,944,914,30
2011,TN12 9,TN12 9,Total,1914,1839,75
2011,TN13 1,TN13 1,Total,2170,2098,72
2011,TN13 2,TN13 2,Total,3628,3522,106
2011,TN13 3,TN13 3,Total,4362,4219,143
2011,TN14 5,TN14 5,Total,2784,2735,49
2011,TN14 6,TN14 6,Total,1442,1382,60
2011,TN14 7,TN14 7,Total,2103,2016,87
2011,TN15 0,TN15 0,Total,1759,1664,95
2011,TN15 6,TN15 6,Total,4071,3962,109
2011,TN15 7,TN15 7,Total,1429,1356,73
2011,TN15 8,TN15 8,Total,2155,2072,83
2011,TN15 9,TN15 9,Total,741,708,33
2011,TN16 1,TN16 1,Total,2244,2138,106
2011,TN16 2,TN16 2,Total,1017,974,43
2011,TN16 3,TN16 3,Total,4808,4654,154
2011,TN17 1,TN17 1,Total,960,915,45
2011,TN17 2,TN17 2,Total,1473,1387,86
2011,TN17 3,TN17 3,Total,1920,1846,74
2011,TN17 4,TN17 4,Total,1541,1455,86
2011,TN18 4,TN18 4,Total,1741,1676,65
2011,TN18 5,TN18 5,Total,1030,992,38
2011,TN19 7,TN19 7,Total,2144,2032,112
2011,TN2  3,TN2  3,Total,4357,4198,159
2011,TN2  4,TN2  4,Total,3546,3437,109
2011,TN2  5,TN2  5,Total,4344,4185,159
2011,TN20 6,TN20 6,Total,1719,1608,111
2011,TN21 0,TN21 0,Total,2465,2391,74
2011,TN21 8,TN21 8,Total,3214,3107,107
2011,TN21 9,TN21 9,Total,1289,1222,67
2011,TN22 1,TN22 1,Total,2827,2729,98
